StudentCode,MCRCourseCode,UCASCourseCode,AcademicYear,ProgrammeOfStudy,Route,FeeStatusCode,FeeStatus,DateCreated,CycleOfApplication
202209711,UGSPREXFU01,C602,2022/23,BSc,Sport Rehabilitation,H,Home,27/11/2021,2022
202209712,UGNURAXFU01,B740,2022/23,BSc,Nursing (Adult),H,Home,27/11/2021,2022
202209713,UGBPLSPFU01,L230,2022/23,BA,British Politics and Legislative Studies,H,Home,27/11/2021,2022
202209714,UGBIOCXFU01,C700,2022/23,BSc,Biochemistry,H,Home,27/11/2021,2022
202209715,UGFLMSXFU01,W631,2022/23,BA,Film Studies,H,Home,27/11/2021,2022
202209716,UGINREXFU01,L290,2022/23,BA,Politics and International Relations,H,Home,27/11/2021,2022
202209717,UGFOSCXFU01,F410,2022/23,BSc,Forensic Science,H,Home,27/11/2021,2022
202209718,UGCSSEXFU01,G600,2022/23,BSc,Computer Science (Software Engineering),H,Home,27/11/2021,2022
202209718,UGMESTXFU01,P306,2022/23,BA,Media Studies,H,Home,27/11/2021,2022
202209718,UGCSGDXFU01,G490,2022/23,BSc,Computer Science for Games Development,H,Home,27/11/2021,2022
202209718,UGCOMSXFU01,G400,2022/23,BSc,Computer Science,H,Home,16/02/2022,2022
202209718,UGGADEXFU01,W291,2022/23,BA,Game Design,H,Home,16/02/2022,2022
202209719,UGBIOMXFU01,BC99,2022/23,BSc,Biomedical Science,H,Home,27/11/2021,2022
202209720,UGPARAXFU01,B780,2022/23,BSc,Paramedic Science,H,Home,27/11/2021,2022
202209721,UGPRPOXFU01,M9P4,2022/23,BSc,Degree in Professional Policing,H,Home,27/11/2021,2022
202209722,UGBMSCPFU01,NJD9,2022/23,BA,Business Management and Supply Chain Management,H,Home,27/11/2021,2022
202209723,UGACCTPFU01,N402,2022/23,BSc,Accounting,H,Home,27/11/2021,2022
202209724,UGNURAXFU01,B740,2022/23,BSc,Nursing (Adult),H,Home,27/11/2021,2022
202209725,UGFOSCFFU01,F411,2022/23,BSc,Forensic Science,H,Home,27/11/2021,2022
202209726,UGMIDWXFU01,B720,2022/23,BSc,Midwifery,H,Home,27/11/2021,2022
202209727,UGSAESXFU01,C610,2022/23,BSc,Sport and Exercise Science,H,Home,27/11/2021,2022
202209728,UGPARAXFU01,B780,2022/23,BSc,Paramedic Science,H,Home,27/11/2021,2022
202209729,UGNURMXFU01,B760,2022/23,BSc,Nursing (Mental Health),H,Home,27/11/2021,2022
202209730,UGPARAXFU01,B780,2022/23,BSc,Paramedic Science,H,Home,27/11/2021,2022
202209731,UGODPRXFU01,B990,2022/23,BSc,Operating Department Practice,Q,Query,27/11/2021,2022
202209732,UGHIPOXFU01,LV21,2022/23,BA,History and Politics,H,Home,27/11/2021,2022
202209733,UGZOOLFFU01,C301,2022/23,BSc,Zoology,H,Home,27/11/2021,2022
202209734,UGGADEXFU01,W291,2022/23,BA,Game Design,H,Home,27/11/2021,2022
202209735,UGMKMPPFU01,N503,2022/23,BA,Marketing and Management,O,Overseas,27/11/2021,2022
202209736,UGNURCXFU01,B730,2022/23,BSc,Nursing (Child),H,Home,27/11/2021,2022
202209737,UGLAWXXFU01,M100,2022/23,LLB,Law,H,Home,27/11/2021,2022
202209738,UGSOCWXFU01,L500,2022/23,BA,Social Work,H,Home,27/11/2021,2022
202209739,UGCSGDXFU01,G490,2022/23,BSc,Computer Science for Games Development,H,Home,27/11/2021,2022
202209740,UGSAENXFU01,C613,2022/23,BSc,Sport and Exercise Nutrition,H,Home,27/11/2021,2022
202209742,UGSCPSXFU01,CB69,2022/23,BSc,Sports Coaching and Performance Science,H,Home,27/11/2021,2022
202209742,UGSAENXFU01,C613,2022/23,BSc,Sport and Exercise Nutrition,H,Home,27/11/2021,2022
202209743,UGINREXFU01,L290,2022/23,BA,Politics and International Relations,H,Home,27/11/2021,2022
202209744,UGCSGDPFU01,G493,2022/23,BSc,Computer Science for Games Development,H,Home,27/11/2021,2022
202209745,UGACCTPFU01,N402,2022/23,BSc,Accounting,O,Overseas,27/11/2021,2022
202209746,UGLAPOAFU01,M1L3,2022/23,LLB,Law with Politics,O,Overseas,27/11/2021,2022
202209747,UGCRIMXFU01,M930,2022/23,BA,Criminology,H,Home,27/11/2021,2022
202209748,UGLAWXXFU01,M100,2022/23,LLB,Law,H,Home,27/11/2021,2022
202209748,UGLALSPFU01,ML12,2022/23,LLB,Law and Legislative Studies,H,Home,27/11/2021,2022
202209748,UGINREXFU01,L290,2022/23,BA,Politics and International Relations,H,Home,27/11/2021,2022
202209748,UGLACRXFU01,M1M2,2022/23,LLB,Law with Criminology,H,Home,27/11/2021,2022
202209749,PMSOCWXFU01,L508,2022/23,MA,Social Work,O,Overseas,27/11/2021,2022
202209750,UGNURMXFU01,B760,2022/23,BSc,Nursing (Mental Health),O,Overseas,27/11/2021,2022
202209751,UGPARAXFU01,B780,2022/23,BSc,Paramedic Science,H,Home,27/11/2021,2022
202209853,UGPRITXFU01,X120,2022/23,BA,Primary Teaching,H,Home,28/11/2021,2022
202209854,UGCRIMXFU01,M930,2022/23,BA,Criminology,H,Home,28/11/2021,2022
202209855,UGTHPHMFU01,F341,2022/23,MPhys,Theoretical Physics,H,Home,28/11/2021,2022
202209856,UGACFMPFU01,NN4J,2022/23,BSc,Accounting and Financial Management,H,Home,28/11/2021,2022
202209857,UGMIDWXFU01,B720,2022/23,BSc,Midwifery,H,Home,28/11/2021,2022
202209858,UGCRSOXFU01,LM39,2022/23,BA,Criminology and Sociology,H,Home,28/11/2021,2022
202209859,UGMIDWXFU01,B720,2022/23,BSc,Midwifery,H,Home,28/11/2021,2022
202209860,UGCHEMXFU01,F100,2022/23,BSc,Chemistry,H,Home,28/11/2021,2022
202209861,UGHISTXFU01,V100,2022/23,BA,History,H,Home,28/11/2021,2022
202209862,UGPRITXFU01,X120,2022/23,BA,Primary Teaching,H,Home,28/11/2021,2022
202209863,UGBEC2XFU01,L120,2022/23,BA,Business Economics,H,Home,28/11/2021,2022
202209864,UGCOMSXFU01,G400,2022/23,BSc,Computer Science,O,Overseas,28/11/2021,2022
202209865,UGPRPOXFU01,M9P4,2022/23,BSc,Degree in Professional Policing,H,Home,28/11/2021,2022
202209865,UGCRIMXFU01,M930,2022/23,BA,Criminology,H,Home,28/11/2021,2022
202209967,UGLAWXXFU01,M100,2022/23,LLB,Law,H,Home,29/11/2021,2022
202209967,UGLAWXXFU01,M100,2022/23,LLB,Law,H,Home,11/05/2022,2022
202209968,UGMATHXFU01,G100,2022/23,BSc,Mathematics,H,Home,29/11/2021,2022
202209969,UGNURAXFU01,B740,2022/23,BSc,Nursing (Adult),H,Home,29/11/2021,2022
202209969,UGNURCXFU01,B730,2022/23,BSc,Nursing (Child),H,Home,29/11/2021,2022
202209970,UGCRLAXFU01,M9M1,2022/23,BA,Criminology with Law,H,Home,29/11/2021,2022
202209970,UGCRIMXFU01,M930,2022/23,BA,Criminology,H,Home,29/11/2021,2022
202209971,UGMARIXFU01,C160,2022/23,BSc,Marine Biology,H,Home,29/11/2021,2022
202209973,UGCRLAXFU01,M9M1,2022/23,BA,Criminology with Law,Q,Query,29/11/2021,2022
202209974,UGCOMSXFU01,G400,2022/23,BSc,Computer Science,H,Home,29/11/2021,2022
202209974,UGCOMSMFU01,G402,2022/23,MEng,Computer Science,H,Home,29/11/2021,2022
202209974,UGCSSEMFU01,G604,2022/23,MEng,Computer Science (Software Engineering),H,Home,29/11/2021,2022
202209976,UGNURAXFU01,B740,2022/23,BSc,Nursing (Adult),H,Home,29/11/2021,2022
202209977,UGCRLAXFU01,M9M1,2022/23,BA,Criminology with Law,H,Home,29/11/2021,2022
202209978,UGBMHRXFU01,N600,2022/23,BA,Business Management with Human Resource Management,H,Home,29/11/2021,2022
202209978,UGBMMKXFU01,NN15,2022/23,BA,Business Management and Marketing,H,Home,29/11/2021,2022
202209978,UGBMENXFU01,N124,2022/23,BA,Business Management with Entrepreneurship,H,Home,29/11/2021,2022
202209978,UGBUSMXFU01,N100,2022/23,BA,Business Management,H,Home,29/11/2021,2022
202209979,UGNURAXFU01,B740,2022/23,BSc,Nursing (Adult),H,Home,29/11/2021,2022
202209980,UGPARAXFU01,B780,2022/23,BSc,Paramedic Science,H,Home,29/11/2021,2022
202209981,UGENGLXFU01,Q300,2022/23,BA,English,H,Home,29/11/2021,2022
202209982,UGSAESXFU01,C610,2022/23,BSc,Sport and Exercise Science,H,Home,29/11/2021,2022
202209983,UGMARIFFU01,C164,2022/23,BSc,Marine Biology,H,Home,29/11/2021,2022
202209984,UGNURAXFU01,B740,2022/23,BSc,Nursing (Adult),H,Home,29/11/2021,2022
202209986,UGINTBPFU01,N125,2022/23,BA,International Business,O,Overseas,29/11/2021,2022
202210001,UGCSSEMFU01,G604,2022/23,MEng,Computer Science (Software Engineering),H,Home,29/11/2021,2022
202210001,UGMEROFFU01,H364,2022/23,BEng,Mechatronics and Robotics,H,Home,29/11/2021,2022
202210122,UGNURAXFU01,B740,2022/23,BSc,Nursing (Adult),Q,Query,30/11/2021,2022
202210123,UGCHEMXFU01,F100,2022/23,BSc,Chemistry,H,Home,30/11/2021,2022
202210124,UGMKTMXFU01,N504,2022/23,BA,Marketing and Management,H,Home,30/11/2021,2022
202210125,UGCRFSXFU01,M9F4,2022/23,BA,Criminology with Forensic Science,H,Home,30/11/2021,2022
202210126,UGPARAXFU01,B780,2022/23,BSc,Paramedic Science,H,Home,30/11/2021,2022
202210127,UGMECEFFU01,H302,2022/23,BEng,Mechanical Engineering,H,Home,30/11/2021,2022
202210129,UGPRPOXFU01,M9P4,2022/23,BSc,Degree in Professional Policing,H,Home,30/11/2021,2022
202210130,UGPARAXFU01,B780,2022/23,BSc,Paramedic Science,H,Home,30/11/2021,2022
202210131,UGECO2XFU01,L115,2022/23,BSc,Economics,H,Home,30/11/2021,2022
202210132,UGLAWXXFU01,M100,2022/23,LLB,Law,H,Home,30/11/2021,2022
202210133,UGPARAXFU01,B780,2022/23,BSc,Paramedic Science,H,Home,30/11/2021,2022
202210134,UGINREXFU01,L290,2022/23,BA,Politics and International Relations,O,Overseas,30/11/2021,2022
202210135,UGEAEEXFU01,H604,2022/23,BEng,Electrical and Electronic Engineering,H,Home,30/11/2021,2022
202210137,UGPHYSXFU01,F300,2022/23,BSc,Physics,H,Home,30/11/2021,2022
202210138,UGCRPSXFU01,M9C8,2022/23,BA,Criminology with Psychology,H,Home,30/11/2021,2022
202210138,UGCRIMXFU01,M930,2022/23,BA,Criminology,H,Home,30/11/2021,2022
202210138,UGCRFSXFU01,M9F4,2022/23,BA,Criminology with Forensic Science,H,Home,30/11/2021,2022
202210139,UGPSYCXFU01,C800,2022/23,BSc,Psychology,H,Home,30/11/2021,2022
202210140,UGLAWXXFU01,M100,2022/23,LLB,Law,H,Home,30/11/2021,2022
202210141,UGPARAXFU01,B780,2022/23,BSc,Paramedic Science,H,Home,30/11/2021,2022
202210142,UGNURCXFU01,B730,2022/23,BSc,Nursing (Child),H,Home,30/11/2021,2022
202210143,UGMIDWXFU01,B720,2022/23,BSc,Midwifery,H,Home,30/11/2021,2022
202210144,UGBMSUPFU01,N211,2022/23,BA,Business Management with Sustainability,H,Home,30/11/2021,2022
202210144,UGBMMKPFU01,NN1M,2022/23,BA,Business Management and Marketing,H,Home,30/11/2021,2022
202210144,UGBMENPFU01,N126,2022/23,BA,Business Management with Entrepreneurship,H,Home,30/11/2021,2022
202210144,UGBUSMPFU01,N101,2022/23,BA,Business Management,H,Home,30/11/2021,2022
202210144,UGBMSCPFU01,NJD9,2022/23,BA,Business Management and Supply Chain Management,H,Home,30/11/2021,2022
202210145,UGLAWXXFU01,M100,2022/23,LLB,Law,H,Home,30/11/2021,2022
202210146,UGPRPOXFU01,M9P4,2022/23,BSc,Degree in Professional Policing,Q,Query,30/11/2021,2022
202210147,UGMIDWXFU01,B720,2022/23,BSc,Midwifery,H,Home,30/11/2021,2022
202210147,UGNURAXFU01,B740,2022/23,BSc,Nursing (Adult),H,Home,02/12/2021,2022
202210148,UGCRPSXFU01,M9C8,2022/23,BA,Criminology with Psychology,H,Home,30/11/2021,2022
202210149,UGWCYPXFU01,L591,2022/23,BA,"Working with Children, Young People and Families",H,Home,30/11/2021,2022
202210150,UGNURAXFU01,B740,2022/23,BSc,Nursing (Adult),H,Home,30/11/2021,2022
202210151,UGSAESXFU01,C610,2022/23,BSc,Sport and Exercise Science,H,Home,30/11/2021,2022
202210152,UGPHYSOXFU01,B160,2022/23,BSc,Physiotherapy,H,Home,30/11/2021,2022
202210153,UGMIDWXFU01,B720,2022/23,BSc,Midwifery,H,Home,30/11/2021,2022
202210154,UGMIDWXFU01,B720,2022/23,BSc,Midwifery,H,Home,30/11/2021,2022
202210155,UGMKTMXFU01,N504,2022/23,BA,Marketing and Management,H,Home,30/11/2021,2022
202210156,UGLABMXFU01,M1N1,2022/23,LLB,Law with Business Management,Q,Query,30/11/2021,2022
202210157,UGBIOCXFU01,C700,2022/23,BSc,Biochemistry,H,Home,30/11/2021,2022
202210158,UGBIOMXFU01,BC99,2022/23,BSc,Biomedical Science,H,Home,30/11/2021,2022
202210159,UGODPRXFU01,B990,2022/23,BSc,Operating Department Practice,Q,Query,30/11/2021,2022
202210160,UGPRITXFU01,X120,2022/23,BA,Primary Teaching,H,Home,30/11/2021,2022
202210161,UGZOOLXFU01,C300,2022/23,BSc,Zoology,H,Home,30/11/2021,2022
202210162,UGINTBPFU01,N125,2022/23,BA,International Business,H,Home,30/11/2021,2022
202210163,UGSOCWXFU01,L500,2022/23,BA,Social Work,H,Home,30/11/2021,2022
202210164,UGMIDWXFU01,B720,2022/23,BSc,Midwifery,H,Home,30/11/2021,2022
202210165,UGPARAXFU01,B780,2022/23,BSc,Paramedic Science,H,Home,30/11/2021,2022
202210166,UGSPREXFU01,C602,2022/23,BSc,Sport Rehabilitation,H,Home,30/11/2021,2022
202210167,UGSCPSXFU01,CB69,2022/23,BSc,Sports Coaching and Performance Science,H,Home,30/11/2021,2022
202210168,UGLACRXFU01,M1M2,2022/23,LLB,Law with Criminology,H,Home,30/11/2021,2022
202210169,UGPSYCXFU01,C800,2022/23,BSc,Psychology,H,Home,30/11/2021,2022
202210170,UGPARAXFU01,B780,2022/23,BSc,Paramedic Science,H,Home,30/11/2021,2022
202210171,UGENGLXFU01,Q300,2022/23,BA,English,H,Home,30/11/2021,2022
202210172,UGCRSOXFU01,LM39,2022/23,BA,Criminology and Sociology,Q,Query,30/11/2021,2022
202210173,UGBSGEXFU01,F800,2022/23,BSc,Geography,H,Home,30/11/2021,2022
202210174,UGBIOMFFU01,BC9Y,2022/23,BSc,Biomedical Science,H,Home,30/11/2021,2022
202210175,UGMATHXFU01,G100,2022/23,BSc,Mathematics,H,Home,30/11/2021,2022
202210176,UGINTBAFU01,N123,2022/23,BA,International Business,H,Home,30/11/2021,2022
202210177,UGBUSMXFU01,N100,2022/23,BA,Business Management,H,Home,30/11/2021,2022
202210178,UGSAESXFU01,C610,2022/23,BSc,Sport and Exercise Science,H,Home,30/11/2021,2022
202210179,UGZOOLXFU01,C300,2022/23,BSc,Zoology,H,Home,30/11/2021,2022
202210180,UGCRFSXFU01,M9F4,2022/23,BA,Criminology with Forensic Science,H,Home,30/11/2021,2022
202210182,UGBSGEXFU01,F800,2022/23,BSc,Geography,H,Home,30/11/2021,2022
202210183,UGPARAXFU01,B780,2022/23,BSc,Paramedic Science,H,Home,30/11/2021,2022
202210184,UGZOOLXFU01,C300,2022/23,BSc,Zoology,H,Home,30/11/2021,2022
202210185,UGCOMSXFU01,G400,2022/23,BSc,Computer Science,H,Home,30/11/2021,2022
202210186,UGPRPOXFU01,M9P4,2022/23,BSc,Degree in Professional Policing,H,Home,30/11/2021,2022
202210187,UGECO2PFU01,L116,2022/23,BSc,Economics,H,Home,30/11/2021,2022
202210188,UGBIOLXFU01,C100,2022/23,BSc,Biology,H,Home,30/11/2021,2022
202210189,UGPCRIXFU01,C8M9,2022/23,BSc,Psychology with Criminology,H,Home,30/11/2021,2022
202210190,UGENSCAFU01,F753,2022/23,BSc,Environmental Science,H,Home,30/11/2021,2022
202210191,UGBAGEAFU01,L701,2022/23,BA,Geography,H,Home,30/11/2021,2022
202210192,UGCOMSXFU01,G400,2022/23,BSc,Computer Science,H,Home,30/11/2021,2022
202210193,UGCOMSXFU01,G400,2022/23,BSc,Computer Science,H,Home,30/11/2021,2022
202210194,UGMATHXFU01,G100,2022/23,BSc,Mathematics,H,Home,30/11/2021,2022
202210195,UGPSYCXFU01,C800,2022/23,BSc,Psychology,H,Home,30/11/2021,2022
202210196,UGCRSOXFU01,LM39,2022/23,BA,Criminology and Sociology,H,Home,30/11/2021,2022
202210197,UGINTBXFU01,N120,2022/23,BA,International Business,O,Overseas,30/11/2021,2022
202210198,UGMARIXFU01,C160,2022/23,BSc,Marine Biology,H,Home,30/11/2021,2022
202210199,UGCHEEPFU01,H813,2022/23,BEng,Chemical Engineering,H,Home,30/11/2021,2022
202210200,UGCRLAXFU01,M9M1,2022/23,BA,Criminology with Law,O,Overseas,30/11/2021,2022
202210201,UGBIOMXFU01,BC99,2022/23,BSc,Biomedical Science,H,Home,30/11/2021,2022
202210202,UGCOMSXFU01,G400,2022/23,BSc,Computer Science,H,Home,30/11/2021,2022
202210203,UGBUSMFFU01,NN1G,2022/23,BA,Business Management,H,Home,30/11/2021,2022
202210204,UGBAGEXFU01,L700,2022/23,BA,Geography,H,Home,30/11/2021,2022
202210205,UGBMFMXFU01,NN13,2022/23,BA,Business Management and Financial Management,H,Home,30/11/2021,2022
202210206,UGZOOLXFU01,C300,2022/23,BSc,Zoology,H,Home,30/11/2021,2022
202210207,UGPSYCXFU01,C800,2022/23,BSc,Psychology,H,Home,30/11/2021,2022
202210208,UGCRIMFFU01,M931,2022/23,BA,Criminology,H,Home,30/11/2021,2022
202210208,UGCRIMXFU01,M930,2022/23,BA,Criminology,H,Home,30/11/2021,2022
202210209,UGPARAXFU01,B780,2022/23,BSc,Paramedic Science,H,Home,30/11/2021,2022
202210210,UGNURCXFU01,B730,2022/23,BSc,Nursing (Child),Q,Query,30/11/2021,2022
202210211,UGSOCWXFU01,L500,2022/23,BA,Social Work,H,Home,30/11/2021,2022
202210212,UGNURAXFU01,B740,2022/23,BSc,Nursing (Adult),H,Home,30/11/2021,2022
202210212,UGODPRXFU01,B990,2022/23,BSc,Operating Department Practice,H,Home,30/11/2021,2022
202210214,UGCWFSXFU01,WW86,2022/23,BA,Creative Writing and Film Studies,H,Home,30/11/2021,2022
202210215,UGCRSOXFU01,LM39,2022/23,BA,Criminology and Sociology,H,Home,30/11/2021,2022
202210216,UGWRSTXFU01,L252,2022/23,BA,War Studies,H,Home,30/11/2021,2022
202210218,UGMECEPFU01,H303,2022/23,BEng,Mechanical Engineering,O,Overseas,30/11/2021,2022
202210219,UGMIDWXFU01,B720,2022/23,BSc,Midwifery,H,Home,30/11/2021,2022
202210220,UGPHYSOXFU01,B160,2022/23,BSc,Physiotherapy,H,Home,30/11/2021,2022
202210221,UGBUSMXFU01,N100,2022/23,BA,Business Management,H,Home,30/11/2021,2022
202210368,UGBPLSPFU01,L230,2022/23,BA,British Politics and Legislative Studies,H,Home,01/12/2021,2022
202210369,UGPARAXFU01,B780,2022/23,BSc,Paramedic Science,H,Home,01/12/2021,2022
202210370,UGMUSCXFU01,W300,2022/23,BA,Music,H,Home,01/12/2021,2022
202210371,UGPARAXFU01,B780,2022/23,BSc,Paramedic Science,H,Home,01/12/2021,2022
202210372,UGBIOMXFU01,BC99,2022/23,BSc,Biomedical Science,H,Home,01/12/2021,2022
202210373,UGPSYCXFU01,C800,2022/23,BSc,Psychology,H,Home,01/12/2021,2022
202210374,UGACFMPFU01,NN4J,2022/23,BSc,Accounting and Financial Management,H,Home,01/12/2021,2022
202210375,UGPHYSFFU01,F301,2022/23,BSc,Physics,H,Home,01/12/2021,2022
202210375,UGPHYSXFU01,F300,2022/23,BSc,Physics,H,Home,01/12/2021,2022
202210376,UGSAESXFU01,C610,2022/23,BSc,Sport and Exercise Science,H,Home,01/12/2021,2022
202210377,UGNURMXFU01,B760,2022/23,BSc,Nursing (Mental Health),H,Home,01/12/2021,2022
202210378,UGNURAXFU01,B740,2022/23,BSc,Nursing (Adult),H,Home,01/12/2021,2022
202210379,UGPHYSMFU01,F303,2022/23,MPhys,Physics,H,Home,01/12/2021,2022
202210380,UGSAESXFU01,C610,2022/23,BSc,Sport and Exercise Science,H,Home,01/12/2021,2022
202210380,UGSCPSXFU01,CB69,2022/23,BSc,Sports Coaching and Performance Science,H,Home,01/12/2021,2022
202210381,UGBUSMFFU01,NN1G,2022/23,BA,Business Management,H,Home,01/12/2021,2022
202210382,UGCWFSXFU01,WW86,2022/23,BA,Creative Writing and Film Studies,H,Home,01/12/2021,2022
202210382,UGMEPRXFU01,W374,2022/23,BA,Media Production,H,Home,01/12/2021,2022
202210382,UGFLMSXFU01,W631,2022/23,BA,Film Studies,H,Home,01/12/2021,2022
202210383,UGBMHRXFU01,N600,2022/23,BA,Business Management with Human Resource Management,H,Home,01/12/2021,2022
202210384,UGCSGDXFU01,G490,2022/23,BSc,Computer Science for Games Development,H,Home,01/12/2021,2022
202210385,UGTHPHXFU01,F340,2022/23,BSc,Theoretical Physics,H,Home,01/12/2021,2022
202210386,UGNURAXFU01,B740,2022/23,BSc,Nursing (Adult),H,Home,01/12/2021,2022
202210387,UGCRIMXFU01,M930,2022/23,BA,Criminology,H,Home,01/12/2021,2022
202210388,UGMARIXFU01,C160,2022/23,BSc,Marine Biology,H,Home,01/12/2021,2022
202210389,UGSAESXFU01,C610,2022/23,BSc,Sport and Exercise Science,H,Home,01/12/2021,2022
202210390,UGODPRXFU01,B990,2022/23,BSc,Operating Department Practice,H,Home,01/12/2021,2022
202210391,UGCHEEXFU01,H810,2022/23,BEng,Chemical Engineering,O,Overseas,01/12/2021,2022
202210392,UGPSYCXFU01,C800,2022/23,BSc,Psychology,H,Home,01/12/2021,2022
202210393,UGBMENAFU01,N127,2022/23,BA,Business Management with Entrepreneurship,H,Home,01/12/2021,2022
202210394,UGCRSOXFU01,LM39,2022/23,BA,Criminology and Sociology,H,Home,01/12/2021,2022
202210395,UGCRSOXFU01,LM39,2022/23,BA,Criminology and Sociology,H,Home,01/12/2021,2022
202210396,UGGRDEXFU01,W210,2022/23,BA,Graphic Design,H,Home,01/12/2021,2022
202210397,UGMIDWXFU01,B720,2022/23,BSc,Midwifery,H,Home,01/12/2021,2022
202210398,UGEACSXFU01,X312,2022/23,BA,Early Childhood Studies,H,Home,01/12/2021,2022
202210399,UGCRLAXFU01,M9M1,2022/23,BA,Criminology with Law,H,Home,01/12/2021,2022
202210399,UGCRIMXFU01,M930,2022/23,BA,Criminology,H,Home,01/12/2021,2022
202210400,UGENGLFFU02,Q303,2022/23,BA,English,H,Home,01/12/2021,2022
202210401,UGPSYCXFU01,C800,2022/23,BSc,Psychology,H,Home,01/12/2021,2022
202210402,UGFOSCXFU01,F410,2022/23,BSc,Forensic Science,H,Home,01/12/2021,2022
202210403,UGPARAXFU01,B780,2022/23,BSc,Paramedic Science,H,Home,01/12/2021,2022
202210403,UGMIDWXFU01,B720,2022/23,BSc,Midwifery,H,Home,01/12/2021,2022
202210404,UGNURCXFU01,B730,2022/23,BSc,Nursing (Child),H,Home,01/12/2021,2022
202210405,UGLAWXFFU01,M102,2022/23,LLB,Law,H,Home,01/12/2021,2022
202210406,UGCOMSXFU01,G400,2022/23,BSc,Computer Science,Q,Query,01/12/2021,2022
202210407,UGNURAXFU01,B740,2022/23,BSc,Nursing (Adult),H,Home,01/12/2021,2022
202210408,UGACFMPFU01,NN4J,2022/23,BSc,Accounting and Financial Management,H,Home,01/12/2021,2022
202210409,UGPHYSMFU01,F303,2022/23,MPhys,Physics,H,Home,01/12/2021,2022
202210410,UGPRITXFU01,X120,2022/23,BA,Primary Teaching,H,Home,01/12/2021,2022
202210411,UGMECEMFU01,H301,2022/23,MEng,Mechanical Engineering,H,Home,01/12/2021,2022
202210412,UGPHYSOXFU01,B160,2022/23,BSc,Physiotherapy,H,Home,01/12/2021,2022
202210413,UGPSYCXFU01,C800,2022/23,BSc,Psychology,H,Home,01/12/2021,2022
202210414,UGSPREXFU01,C602,2022/23,BSc,Sport Rehabilitation,H,Home,01/12/2021,2022
202210416,UGLAWXXFU01,M100,2022/23,LLB,Law,H,Home,01/12/2021,2022
202210417,UGPHYSXFU01,F300,2022/23,BSc,Physics,H,Home,01/12/2021,2022
202210418,UGWCYPXFU01,L591,2022/23,BA,"Working with Children, Young People and Families",H,Home,01/12/2021,2022
202210419,UGMARIXFU01,C160,2022/23,BSc,Marine Biology,H,Home,01/12/2021,2022
202210420,UGBUSMFFU01,NN1G,2022/23,BA,Business Management,H,Home,01/12/2021,2022
202210421,UGACFMAFU01,NN4H,2022/23,BSc,Accounting and Financial Management,H,Home,01/12/2021,2022
202210422,UGBEC2PFU01,L121,2022/23,BA,Business Economics,H,Home,01/12/2021,2022
202210423,UGPARAXFU01,B780,2022/23,BSc,Paramedic Science,H,Home,01/12/2021,2022
202210424,UGNURCXFU01,B730,2022/23,BSc,Nursing (Child),H,Home,01/12/2021,2022
202210425,UGNURCXFU01,B730,2022/23,BSc,Nursing (Child),H,Home,01/12/2021,2022
202210426,UGACCTXFU01,N400,2022/23,BSc,Accounting,H,Home,01/12/2021,2022
202210428,UGPRITXFU01,X120,2022/23,BA,Primary Teaching,H,Home,01/12/2021,2022
202210429,UGLAWXXFU01,M100,2022/23,LLB,Law,H,Home,01/12/2021,2022
202210430,UGCRFSXFU01,M9F4,2022/23,BA,Criminology with Forensic Science,H,Home,01/12/2021,2022
202210431,UGCRFSXFU01,M9F4,2022/23,BA,Criminology with Forensic Science,H,Home,01/12/2021,2022
202210432,UGCOMSXFU01,G400,2022/23,BSc,Computer Science,H,Home,01/12/2021,2022
202210433,UGGADEXFU01,W291,2022/23,BA,Game Design,H,Home,01/12/2021,2022
202210434,UGENSCXFU01,F751,2022/23,BSc,Environmental Science,H,Home,01/12/2021,2022
202210435,UGWRSTXFU01,L252,2022/23,BA,War Studies,H,Home,01/12/2021,2022
202210436,UGLAWXXFU01,M100,2022/23,LLB,Law,H,Home,01/12/2021,2022
202210437,UGPRITXFU01,X120,2022/23,BA,Primary Teaching,H,Home,01/12/2021,2022
202210438,UGBAGEXFU01,L700,2022/23,BA,Geography,H,Home,01/12/2021,2022
202210439,UGLAWXXFU01,M100,2022/23,LLB,Law,O,Overseas,01/12/2021,2022
202210440,UGMIDWXFU01,B720,2022/23,BSc,Midwifery,H,Home,01/12/2021,2022
202210441,UGPSYCXFU01,C800,2022/23,BSc,Psychology,H,Home,01/12/2021,2022
202210442,UGNURAXFU01,B740,2022/23,BSc,Nursing (Adult),H,Home,01/12/2021,2022
202210443,UGPHYSXFU01,F300,2022/23,BSc,Physics,H,Home,01/12/2021,2022
202210444,UGPHYSOXFU01,B160,2022/23,BSc,Physiotherapy,H,Home,01/12/2021,2022
202210445,UGBPLSPFU01,L230,2022/23,BA,British Politics and Legislative Studies,H,Home,01/12/2021,2022
202210446,UGINTBAFU01,N123,2022/23,BA,International Business,Q,Query,01/12/2021,2022
202210447,UGPSYCXFU01,C800,2022/23,BSc,Psychology,H,Home,01/12/2021,2022
202210449,UGMARIFFU01,C164,2022/23,BSc,Marine Biology,H,Home,01/12/2021,2022
202210450,UGPCRIFFU01,C8M8,2022/23,BSc,Psychology with Criminology,H,Home,01/12/2021,2022
202210451,UGECO2XFU01,L115,2022/23,BSc,Economics,H,Home,01/12/2021,2022
202210452,UGBEC2XFU01,L120,2022/23,BA,Business Economics,H,Home,01/12/2021,2022
